"year" "q7a" "q7b" "q7c" "q7d" "q102a" "q102b" "q102c" "q102d" "q102e" "q102f" "q102g" "q104" "q105" "q106" "q107" "gender" "age" "degree" "sei" "ops" "marital" "q135" "n"
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 25 "More than high school" 34 21 1 1630 3
1997 3 2 1 1 2 2 8 2 2 2 2 3 1 1 2 "Female" 61 "High school" NA NA 1 1500 2
1997 3 3 1 2 1 2 1 2 2 2 2 4 1 1 3 "Male" 78 "More than high school" 70 70 1 NA 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 22 "High school" NA NA 0 700 2
1997 1 4 2 2 1 1 1 1 1 1 1 4 1 8 2 "Female" 35 "High school" 54 53 1 1100 4
1997 2 8 3 2 8 2 1 2 1 2 2 4 1 1 2 "Male" 21 "High school" NA NA 0 NA 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 47 "High school" 39 37 1 1300 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 24 "More than high school" 52 38 1 1400 2
1997 2 2 2 1 1 8 8 2 1 2 2 8 1 2 2 "Male" 63 "Less than high school" 40 40 1 2500 2
1997 1 3 3 2 1 1 1 1 1 2 2 4 2 4 3 "Male" 27 "More than high school" 56 45 1 2000 3
1997 2 8 3 1 1 1 1 1 1 1 1 4 1 1 1 "Male" 56 "Less than high school" 40 38 1 1400 4
1997 4 2 2 2 1 1 1 1 1 1 1 4 3 1 2 "Male" 40 "More than high school" NA NA 1 2720 4
1997 3 2 2 1 1 2 1 1 1 1 2 1 1 1 1 "Female" 81 "Less than high school" 23 38 0 NA 4
1997 2 3 2 3 1 2 1 2 1 2 2 4 8 8 3 "Male" 34 "More than high school" 67 66 1 1200 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 50 "More than high school" 52 55 1 1800 3
1997 2 4 2 4 1 1 1 1 1 1 1 4 1 1 2 "Female" 72 "High school" 56 52 0 1000 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 32 "Less than high school" 16 21 1 350 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 26 "High school" 59 60 1 900 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 24 "More than high school" 39 37 0 2000 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 48 "More than high school" 70 70 1 4000 2
1997 2 3 3 2 1 8 1 1 1 8 8 4 1 1 3 "Male" 34 "Less than high school" 16 23 1 1300 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 62 "High school" 51 49 0 1000 2
1997 3 2 1 1 2 2 2 2 2 2 2 3 1 1 4 "Female" 47 "Less than high school" 43 32 1 1350 3
1997 3 8 2 2 2 2 1 2 8 2 2 4 2 1 2 "Male" 33 "Less than high school" 28 23 1 800 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Male" 57 "More than high school" 28 23 0 347 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 35 "High school" NA NA 1 1430 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 "Female" 18 "Less than high school" NA NA 0 2000 4
1997 4 8 2 2 1 2 1 8 8 2 8 1 1 2 1 "Female" 55 "Less than high school" NA NA 1 1700 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 40 "High school" 70 70 1 2000 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 35 "High school" 53 46 1 1200 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 48 "High school" 57 52 0 400 2
1997 1 4 1 1 1 1 1 1 1 1 1 4 3 1 4 "Female" 44 "High school" 51 52 0 1000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 22 "Less than high school" 45 40 1 3500 2
1997 4 1 1 1 1 1 1 2 1 2 1 3 2 1 1 "Male" 33 "High school" 56 52 1 3500 3
1997 2 3 1 1 1 2 1 2 2 2 2 4 1 4 1 "Female" 36 "Less than high school" 30 24 1 800 4
1997 4 4 1 1 1 2 1 2 1 2 2 4 1 1 1 "Female" 32 "Less than high school" 43 32 1 900 7
1997 1 2 3 1 1 1 1 1 1 1 1 4 1 4 1 "Female" 34 "Less than high school" 30 30 0 1900 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 31 "Less than high school" 32 30 1 1600 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 66 "More than high school" 43 49 0 NA 2
1997 4 2 1 1 2 2 2 2 2 2 2 4 1 1 2 "Female" 68 "Less than high school" 51 45 1 800 2
1997 4 1 1 1 2 2 2 2 2 2 2 1 1 1 4 "Female" 76 "Less than high school" 43 32 0 1000 2
1997 3 2 2 2 1 1 1 2 1 2 2 4 1 4 3 "Female" 19 "Less than high school" NA NA 0 1100 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 24 "Less than high school" 29 34 1 2500 7
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 35 "Less than high school" 51 44 1 1600 4
1997 4 1 1 1 1 2 2 2 1 2 2 4 1 1 4 "Male" 54 "Less than high school" 21 15 1 800 6
1997 3 4 1 1 1 1 1 1 1 1 1 3 3 1 3 "Female" 44 "More than high school" 66 62 1 1200 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 59 "Less than high school" 25 22 1 780 2
1997 2 8 3 3 1 1 1 1 1 2 2 4 1 4 1 "Male" 19 "Less than high school" 21 15 0 2500 5
1997 2 3 1 1 1 2 1 2 1 2 2 4 1 1 3 "Female" 41 "High school" 16 21 1 800 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 78 "More than high school" 32 30 0 1700 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 60 "High school" 31 27 0 750 2
1997 2 2 2 2 1 2 1 2 2 2 2 8 8 1 8 "Female" 81 "More than high school" 38 50 0 620 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 42 "High school" 34 33 1 2000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 27 "High school" 30 35 1 2300 8
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 68 "Less than high school" 24 25 0 1800 3
1997 4 3 2 2 1 1 1 1 1 1 1 3 4 4 2 "Female" 51 "Less than high school" 16 21 0 400 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 "Male" 23 "Less than high school" 31 33 0 2000 5
1997 2 1 2 1 1 1 1 8 1 8 2 4 3 1 1 "Male" 37 "Less than high school" 16 23 1 800 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 37 "High school" 32 30 1 600 7
1997 2 3 2 3 1 1 2 1 1 2 2 4 1 1 2 "Female" 55 "Less than high school" NA NA 1 1100 3
1997 1 3 2 8 1 1 1 1 1 2 2 4 3 1 2 "Male" 36 "High school" 49 46 1 2100 7
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 24 "High school" 30 39 0 4000 4
1997 3 2 1 1 2 2 2 2 2 2 2 1 1 1 2 "Female" 85 "Less than high school" NA NA 0 2400 5
1997 3 3 2 2 1 2 8 1 1 2 2 3 2 1 2 "Female" 58 "Less than high school" 16 21 0 290 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 48 "Less than high school" 27 20 1 570 4
1997 4 2 3 1 1 2 1 8 1 2 2 4 1 1 2 "Male" 36 "Less than high school" 40 38 1 650 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 25 "Less than high school" 43 32 1 600 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 22 "Less than high school" 23 40 1 300 10
1997 4 4 2 1 1 1 1 1 1 1 2 4 1 1 1 "Male" 55 "Less than high school" 26 33 1 850 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Male" 23 "Less than high school" 40 40 1 800 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 45 "Less than high school" 33 36 1 790 5
1997 3 1 1 1 8 2 8 2 2 2 2 1 1 1 4 "Female" 46 "Less than high school" 33 26 0 300 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 43 "Less than high school" 29 32 1 1100 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 89 "Less than high school" NA NA 1 1700 3
1997 4 2 2 2 1 2 1 1 1 2 2 4 1 1 3 "Female" 60 "Less than high school" 56 52 1 1000 9
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 75 "Less than high school" 39 33 0 1000 5
1997 3 1 1 1 1 2 1 2 1 2 2 4 1 1 2 "Female" 64 "Less than high school" NA NA 1 800 3
1997 3 2 2 2 1 1 1 1 1 1 1 4 1 1 2 "Male" 69 "Less than high school" 43 32 1 1000 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 "Female" 36 "Less than high school" 30 37 1 1600 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 69 "Less than high school" 33 26 1 900 2
1997 1 4 4 2 1 1 1 8 1 8 8 3 1 1 3 "Female" 25 "Less than high school" 45 40 1 NA 10
1997 3 3 3 1 1 2 1 2 1 2 2 4 1 1 2 "Male" 41 "Less than high school" 23 38 0 NA 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 73 "Less than high school" 16 23 1 700 3
1997 2 3 3 2 2 2 1 2 1 2 2 3 1 1 1 "Female" 69 "Less than high school" 23 38 1 700 7
1997 3 2 4 2 1 2 1 8 1 2 2 3 1 1 4 "Female" 30 "Less than high school" 32 29 1 1100 4
1997 3 2 2 2 1 2 1 2 1 2 2 3 1 1 3 "Female" 34 "Less than high school" 43 32 1 700 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 21 "High school" 38 44 0 1000 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 47 "Less than high school" 23 40 1 1000 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 37 "Less than high school" NA NA 1 750 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 44 "Less than high school" 23 38 1 1200 9
1997 3 3 2 2 1 2 1 1 1 2 2 2 1 1 2 "Male" 35 "Less than high school" 16 23 1 450 9
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 "Male" 39 "Less than high school" 23 40 0 400 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 29 "Less than high school" 23 38 1 400 7
1997 3 2 2 1 2 2 2 2 2 2 2 1 1 1 2 "Female" 75 "Less than high school" NA NA 0 NA 5
1997 2 3 2 1 1 1 1 1 1 2 2 4 1 1 3 "Male" 42 "More than high school" 50 54 1 2000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Male" 59 "High school" 67 60 1 950 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 21 "High school" 43 32 0 2000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 60 "High school" 30 39 0 700 1
1997 3 3 3 2 1 1 1 1 1 2 2 4 2 1 2 "Male" 35 "Less than high school" 35 43 0 870 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 20 "Less than high school" 40 30 0 1200 9
1997 2 3 2 2 1 8 1 8 1 8 1 3 8 4 2 "Female" 34 "More than high school" 43 54 1 1600 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 40 "More than high school" 88 78 1 2900 4
1997 2 3 3 3 1 1 1 1 1 1 1 3 1 1 1 "Male" 34 "High school" 60 63 1 1350 4
1997 3 3 4 2 1 2 1 2 1 2 2 3 1 1 1 "Male" 34 "High school" 40 40 1 1100 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 40 "High school" 32 29 1 1300 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Male" 37 "More than high school" 56 44 1 2000 4
1997 3 3 1 2 1 2 1 1 1 2 2 4 3 1 2 "Male" 47 "High school" 56 45 1 1700 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 29 "Less than high school" 30 20 1 700 4
1997 3 3 2 3 2 2 2 2 2 2 2 1 1 1 1 "Female" 56 "More than high school" 69 60 0 350 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 59 "Less than high school" 29 34 1 820 2
1997 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 "Female" 76 "High school" 54 53 0 600 1
1997 2 3 3 2 1 1 1 1 1 2 2 4 3 4 4 "Male" 22 "High school" 31 33 0 2000 4
1997 3 3 2 1 1 1 1 1 1 2 1 4 1 1 1 "Male" 23 "Less than high school" 21 15 0 650 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 41 "High school" 56 44 1 2700 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 37 "Less than high school" 16 21 0 600 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 62 "Less than high school" 23 40 0 1700 4
1997 2 3 3 2 1 8 1 1 1 2 2 4 1 1 2 "Female" 60 "Less than high school" NA NA 0 1000 4
1997 2 2 8 2 1 1 1 1 1 2 1 2 2 2 3 "Male" 38 "Less than high school" 26 31 0 350 1
1997 3 3 2 2 1 1 1 8 1 2 2 4 1 1 2 "Female" 48 "Less than high school" NA NA 1 NA 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 60 "Less than high school" 16 23 1 700 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 77 "Less than high school" NA NA 1 800 3
1997 3 1 1 1 1 1 1 1 1 1 1 2 1 4 2 "Male" 40 "High school" 31 33 1 1400 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 66 "Less than high school" 46 42 1 1333 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 50 "Less than high school" 23 38 1 800 4
1997 3 2 3 1 1 2 1 2 1 2 2 8 8 8 8 "Female" 64 "Less than high school" 23 38 0 NA 5
1997 2 3 3 8 1 2 1 1 1 1 1 4 1 4 2 "Female" 24 "High school" 39 48 0 2000 10
1997 2 3 3 2 1 2 8 2 1 2 2 4 2 1 2 "Female" 32 "Less than high school" 29 29 1 110 3
1997 2 8 4 1 8 8 8 8 8 8 8 8 1 1 2 "Female" 68 "Less than high school" 23 40 0 450 1
1997 3 2 1 1 1 2 1 1 1 1 2 1 2 2 1 "Female" 68 "Less than high school" 16 23 0 900 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 31 "Less than high school" NA NA 0 1000 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 35 "Less than high school" 33 26 1 1520 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 58 "Less than high school" 23 38 1 1200 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 44 "Less than high school" 30 30 1 1000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 39 "Less than high school" 23 40 1 700 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Male" 36 "Less than high school" 23 13 1 1300 5
1997 1 3 2 1 1 1 1 1 1 1 1 4 3 4 1 "Male" 37 "Less than high school" 34 33 1 2000 5
1997 2 3 3 1 1 2 1 2 1 2 2 4 1 1 3 "Female" 49 "Less than high school" 16 21 1 1200 4
1997 2 3 3 2 1 2 1 2 1 2 2 1 2 1 2 "Female" 69 "Less than high school" 24 22 0 400 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 32 "High school" 30 32 1 1200 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 71 "High school" 51 49 0 1000 5
1997 3 2 2 1 1 2 1 2 1 2 2 2 1 1 3 "Male" 92 "Less than high school" 16 23 1 1300 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 27 "High school" 51 49 1 1700 3
1997 2 3 3 2 1 2 1 2 1 2 2 2 1 1 3 "Male" 31 "More than high school" 71 51 0 300 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 36 "High school" 27 20 1 1100 5
1997 2 3 3 3 1 8 1 1 1 2 1 4 8 8 2 "Female" 36 "High school" 43 32 1 10000 4
1997 2 4 2 2 1 1 1 1 1 1 1 4 2 4 1 "Female" 39 "High school" 29 32 0 800 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 72 "Less than high school" 42 50 1 500 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Male" 26 "More than high school" 61 51 0 3000 1
1997 4 3 3 3 1 1 1 1 1 1 2 4 4 8 2 "Female" 55 "High school" 53 46 0 507 1
1997 1 3 3 3 8 8 8 8 8 8 8 3 1 3 2 "Female" 32 "More than high school" 74 64 1 8000 4
1997 2 4 3 3 1 2 1 1 1 2 1 4 3 2 3 "Male" 18 "Less than high school" NA NA 0 1500 4
1997 4 2 4 4 1 2 1 1 1 2 2 4 1 1 1 "Male" 59 "Less than high school" 30 34 0 400 1
1997 4 3 1 1 1 1 1 1 1 1 1 8 1 1 1 "Female" 43 "Less than high school" 32 29 1 800 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 70 "Less than high school" 16 21 0 700 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 42 "Less than high school" 28 33 1 1800 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 58 "Less than high school" 16 21 1 780 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 55 "Less than high school" 28 33 0 640 1
1997 4 1 1 1 1 2 1 1 1 2 2 4 1 4 1 "Male" 54 "Less than high school" 30 34 0 1192 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 56 "Less than high school" 33 42 0 1800 2
1997 3 3 3 2 1 2 1 8 1 2 2 4 8 1 1 "Male" 33 "High school" 46 46 1 3500 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 64 "Less than high school" 21 18 1 1600 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 55 "High school" 54 46 0 650 1
1997 1 4 3 2 1 1 1 1 1 1 1 4 1 4 1 "Female" 56 "More than high school" 78 60 1 2900 3
1997 3 3 2 2 1 2 1 1 1 1 2 4 1 1 4 "Female" 63 "Less than high school" 45 40 1 1500 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 34 "Less than high school" 31 33 1 600 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Male" 53 "Less than high school" 30 34 0 1348 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 42 "Less than high school" 34 48 1 1400 2
1997 3 3 2 3 1 8 8 8 1 8 8 4 2 4 2 "Female" 44 "Less than high school" 33 26 0 700 4
1997 3 3 2 2 2 2 2 2 2 2 2 1 1 1 3 "Male" 21 "More than high school" NA NA 0 900 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 48 "Less than high school" 34 33 1 400 10
1997 2 4 2 2 2 2 8 2 8 2 2 3 1 1 1 "Female" 60 "High school" 45 37 1 1400 2
1997 2 2 2 2 8 2 1 2 8 2 2 4 1 1 4 "Female" 57 "Less than high school" 33 26 0 510 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 "Female" 21 "Less than high school" 31 33 0 1300 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 38 "More than high school" 43 49 1 1500 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 48 "Less than high school" 43 32 1 800 2
1997 4 3 2 3 1 1 1 1 1 1 2 4 1 2 2 "Female" 24 "High school" 43 32 1 1800 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 34 "Less than high school" 35 34 1 1300 6
1997 2 3 3 3 1 2 1 2 1 2 2 4 3 1 2 "Female" 50 "More than high school" 30 28 1 2200 3
1997 2 2 2 1 2 2 2 8 2 8 8 1 3 3 2 "Female" 62 "Less than high school" NA NA 0 600 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Male" 45 "Less than high school" 30 34 1 1000 5
1997 1 2 1 1 1 1 2 1 2 1 1 4 4 4 4 "Female" 41 "Less than high school" NA NA 1 1620 2
1997 2 1 2 2 1 2 2 2 2 8 2 3 2 2 1 "Male" 27 "More than high school" 52 53 1 NA 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Male" 46 "Less than high school" 40 40 0 1400 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 45 "More than high school" 51 49 0 NA 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 61 "Less than high school" 30 34 1 1300 4
1997 8 8 8 4 1 2 1 2 8 8 8 4 8 8 4 "Female" 34 "Less than high school" 33 26 1 NA 5
1997 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 "Female" 44 "Less than high school" NA NA 1 850 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 59 "Less than high school" 30 34 1 2000 2
1997 1 2 3 2 1 1 1 1 1 1 1 4 1 1 4 "Male" 33 "Less than high school" 30 31 1 1400 3
1997 3 2 8 8 8 8 2 8 1 8 2 2 3 2 2 "Male" 25 "More than high school" 71 51 0 1900 1
1997 2 2 2 8 1 8 2 8 8 2 8 2 2 2 1 "Male" 25 "Less than high school" NA NA 1 800 2
1997 2 3 3 8 8 8 8 8 8 8 8 4 2 4 4 "Male" 20 "More than high school" NA NA 0 2000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 75 "Less than high school" 53 53 1 1350 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 29 "Less than high school" 29 34 1 1000 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 34 "High school" 38 44 1 1300 2
1997 3 8 2 2 1 2 1 2 1 8 2 4 2 4 4 "Male" 24 "High school" 71 51 0 950 1
1997 1 8 2 1 1 1 1 1 1 1 1 4 1 1 3 "Male" 30 "Less than high school" 34 33 1 2000 4
1997 2 2 3 3 8 8 8 8 8 8 8 3 8 2 3 "Male" 22 "Less than high school" 38 28 0 1400 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 43 "High school" 51 52 1 1200 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Female" 38 "More than high school" 43 44 0 1400 3
1997 3 2 2 1 1 1 1 1 1 2 2 4 3 3 1 "Male" 47 "Less than high school" 26 32 1 600 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 64 "Less than high school" NA NA 0 800 4
1997 3 3 3 1 1 2 1 2 1 2 2 3 1 1 1 "Male" 66 "Less than high school" 30 30 1 800 2
1997 2 3 3 3 1 2 1 1 1 2 2 4 1 4 3 "Male" 45 "More than high school" 51 52 1 5000 4
1997 3 2 2 1 1 2 1 2 1 2 2 3 1 8 2 "Female" 46 "High school" 51 49 1 1700 5
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Male" 45 "High school" 53 46 0 800 1
1997 2 3 3 3 1 1 1 1 1 1 1 4 1 1 2 "Male" 36 "Less than high school" 59 49 1 20000 4
1997 4 4 2 1 1 1 1 1 1 1 1 4 2 2 1 "Male" 49 "Less than high school" 40 38 1 1300 2
1997 2 3 3 1 1 2 1 1 1 2 2 4 1 3 2 "Female" 43 "High school" 49 46 1 2000 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 34 "Less than high school" 29 31 1 800 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Male" 18 "Less than high school" NA NA 0 400 1
1997 2 2 2 2 1 1 1 1 1 1 1 4 2 1 1 "Male" 50 "Less than high school" 30 34 1 1300 4
1997 3 2 2 1 1 1 1 1 1 1 1 4 2 2 1 "Female" 37 "Less than high school" 44 38 1 2300 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 "Female" 23 "Less than high school" 16 21 0 1600 6
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 76 "Less than high school" 27 20 0 600 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 36 "Less than high school" 33 26 1 1900 4
1997 3 4 2 3 2 2 2 2 2 2 2 3 1 1 3 "Female" 25 "More than high school" 74 69 1 1500 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 36 "Less than high school" 23 25 1 1600 4
1997 8 4 8 4 2 2 8 2 1 2 2 4 1 1 8 "Female" 21 "More than high school" NA NA 0 1500 2
1997 3 3 2 3 1 2 1 8 1 8 8 4 2 1 3 "Female" 44 "Less than high school" 54 53 0 1900 5
1997 2 3 2 3 2 2 2 2 2 2 2 3 1 1 3 "Female" 44 "Less than high school" 51 52 1 1450 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 47 "High school" 67 60 1 1600 5
1997 2 3 2 8 1 8 1 1 1 1 1 4 2 1 3 "Male" 32 "Less than high school" 29 37 1 2500 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 23 "High school" 40 40 0 2000 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 63 "Less than high school" 24 22 1 1600 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 "Female" 43 "Less than high school" 28 33 0 650 4
1997 3 3 2 2 1 1 1 1 1 1 1 3 1 8 2 "Female" 44 "High school" 49 46 1 2500 3
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Male" 49 "Less than high school" 30 34 1 1300 3
1997 2 4 1 2 1 1 1 1 1 1 1 4 3 4 4 "Female" 46 "More than high school" 43 49 0 320 1
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 "Female" 25 "Less than high school" 43 32 1 NA 4
1997 3 2 2 2 1 8 1 1 1 8 1 4 8 1 3 "Male" 61 "More than high school" 67 61 1 1000 4
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 "Male" 45 "Less than high school" 33 40 1 2300 4
1997 4 4 4 4 1 1 1 1 1 1 1 4 1 4 3 "Male" 36 "Less than high school" 56 46 1 1800 2
1997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 "Female" 46 "High school" 53 46 0 700 2
1997 2 3 3 2 1 2 1 2 1 2 2 4 2 1 3 "Male" 20 "Less than high school" 32 30 0 1500 2
1997 2 4 3 3 1 2 1 1 1 1 2 4 2 4 4 "Female" 22 "High school" NA NA 0 NA 2
1997 1 3 2 1 1 2 1 2 1 2 2 3 1 1 4 "Female" 27 "High school" 39 37 1 1300 4
1997 2 3 3 3 8 8 8 8 8 8 8 4 8 8 3 "Female" 36 "More than high school" 51 55 0 420 1
